player,age,G,GS,MP,FG,FGA,FG_per,3P,3PA,3P_per,2P,2PA,2P_per,FT,FTA,FT_per,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS_per_36,team
Avery Bradley,28,44,44,1311,4.0,10.4,.387,1.3,4.0,.336,2.7,6.3,.420,0.5,0.6,.857,0.9,2.3,3.2,2.5,0.7,0.4,1.6,3.4,9.9,LAC
Shai Gilgeous-Alexander,20,50,41,1309,5.2,11.3,.462,0.7,2.1,.320,4.6,9.2,.494,2.5,3.0,.833,0.9,2.7,3.7,4.0,1.4,0.8,2.4,2.7,13.6,LAC
Patrick Beverley,30,50,21,1306,3.0,8.0,.377,1.8,4.8,.366,1.3,3.2,.393,1.7,2.3,.738,1.1,5.0,6.1,4.8,0.9,0.7,1.5,4.7,9.5,LAC
Montrezl Harrell,25,50,2,1292,8.6,13.8,.624,0.0,0.2,.143,8.6,13.7,.631,4.6,7.3,.630,3.4,6.0,9.4,2.4,1.2,1.9,2.0,4.1,21.9,LAC
Lou Williams,32,44,0,1123,8.4,20.2,.418,1.9,5.2,.356,6.6,14.9,.440,7.6,8.4,.897,0.6,3.6,4.2,7.3,0.9,0.2,3.3,1.4,26.3,LAC
Marcin Gortat,34,43,39,702,4.8,8.9,.534,0.0,0.0,,4.8,8.9,.534,1.8,2.5,.729,3.2,9.4,12.6,3.1,0.3,1.1,2.3,4.4,11.3,LAC
Mike Scott,30,47,0,653,4.4,11.2,.394,2.4,6.5,.368,2.0,4.7,.430,0.6,0.9,.625,1.2,7.3,8.5,2.1,0.9,0.4,1.3,4.2,11.7,LAC
Tyrone Wallace,24,38,0,393,5.8,13.3,.434,0.2,1.2,.154,5.6,12.1,.462,1.7,3.6,.487,1.5,4.3,5.8,1.9,1.5,0.6,1.6,4.9,13.5,LAC
Boban Marjanovic,30,32,9,329,8.2,13.6,.605,0.0,0.2,.000,8.2,13.3,.615,6.7,8.6,.772,4.8,9.2,14.0,2.1,0.9,1.9,3.8,5.6,23.1,LAC
Sindarius Thornwell,24,33,0,174,2.7,6.0,.448,0.4,1.9,.222,2.3,4.1,.550,2.7,3.9,.684,0.4,5.2,5.6,2.1,0.6,0.4,2.5,5.8,8.5,LAC
Milos Teodosic,31,15,0,150,4.1,9.6,.425,2.4,6.5,.370,1.7,3.1,.538,1.0,1.7,.571,0.7,3.1,3.8,7.7,0.7,0.2,5.0,6.5,11.5,LAC
Jerome Robinson,21,14,0,110,6.5,13.4,.488,3.3,7.5,.435,3.3,5.9,.556,0.0,0.0,,0.3,3.6,3.9,1.0,0.7,0.3,0.7,5.9,16.4,LAC
Johnathan Motley,23,11,0,81,9.8,19.6,.500,0.0,0.9,.000,9.8,18.7,.524,6.2,10.2,.609,5.8,5.8,11.6,2.2,0.9,0.4,3.6,5.3,25.8,LAC
Luc Mbah a Moute,32,4,0,61,4.7,10.6,.444,1.2,3.5,.333,3.5,7.1,.500,1.2,3.0,.400,1.2,3.0,4.1,1.2,0.6,0.6,1.2,4.7,11.8,LAC
Jamal Murray,21,47,46,1574,7.5,17.4,.432,2.1,5.7,.365,5.4,11.7,.465,2.8,3.3,.836,1.0,3.7,4.7,5.2,0.8,0.4,2.6,2.3,19.9,DEN
Nikola Jokic,23,47,47,1467,8.7,17.3,.505,1.3,4.2,.322,7.4,13.1,.564,4.4,5.2,.848,3.3,8.8,12.0,8.9,1.5,0.8,3.6,3.2,23.1,DEN
Monte Morris,23,48,1,1155,6.1,12.8,.478,1.7,4.0,.441,4.4,8.8,.495,1.1,1.3,.791,0.6,3.0,3.6,5.6,1.4,0.1,1.0,1.8,15.0,DEN
Juan Hernangomez,23,46,25,1133,4.0,8.5,.468,1.9,4.9,.399,2.1,3.7,.560,2.0,2.5,.795,1.9,5.6,7.4,1.4,0.6,0.6,1.0,2.2,11.9,DEN
Malik Beasley,22,48,7,1091,6.3,13.0,.486,2.9,7.0,.417,3.4,6.0,.566,0.9,0.9,.929,0.7,3.4,4.0,1.9,1.0,0.2,0.9,2.4,16.4,DEN
Paul Millsap,33,40,36,1018,6.5,13.3,.491,1.0,2.8,.354,5.5,10.5,.527,3.7,5.2,.714,2.9,6.5,9.4,2.6,1.8,1.1,1.9,3.4,17.7,DEN
Torrey Craig,28,43,36,989,3.7,8.7,.433,1.3,4.4,.292,2.5,4.3,.576,1.0,1.7,.609,2.4,4.3,6.6,1.5,0.8,0.9,1.3,4.0,9.8,DEN
Mason Plumlee,28,48,12,948,5.8,9.3,.618,0.0,0.2,.250,5.7,9.2,.624,2.4,4.7,.516,3.6,7.0,10.7,4.7,1.7,1.6,2.7,5.7,14.0,DEN
Gary Harris,24,30,25,890,6.8,15.5,.435,1.9,5.9,.329,4.8,9.6,.500,2.9,3.5,.816,0.8,2.8,3.7,3.2,1.1,0.5,1.4,2.5,18.3,DEN
Trey Lyles,23,46,1,874,6.7,15.9,.422,1.6,6.1,.257,5.1,9.8,.525,2.7,3.8,.710,1.5,6.6,8.2,2.7,1.0,0.8,2.2,3.1,17.7,DEN
Will Barton,28,9,4,210,6.9,15.4,.444,2.9,6.5,.447,3.9,8.9,.442,2.9,3.6,.810,1.5,5.7,7.2,4.6,0.3,0.9,2.1,4.1,19.5,DEN
Tyler Lydon,22,19,0,78,3.7,7.4,.500,1.8,4.6,.400,1.8,2.8,.667,0.5,1.4,.333,2.3,4.2,6.5,1.8,0.9,0.0,1.8,4.2,9.7,DEN
Brandon Goodwin,23,13,0,48,3.7,13.5,.278,1.5,3.0,.500,2.3,10.5,.214,6.8,8.2,.818,0.7,1.5,2.3,9.0,0.0,0.0,1.5,5.2,15.8,DEN
Nick Young,33,4,0,37,2.9,8.8,.333,2.9,7.8,.375,0.0,1.0,.000,0.0,0.0,,0.0,1.0,1.0,1.9,0.0,1.0,1.9,3.9,8.8,DEN
Thomas Welsh,22,9,0,33,5.5,10.9,.500,3.3,7.6,.429,2.2,3.3,.667,1.1,2.2,.500,0.0,4.4,4.4,4.4,0.0,0.0,1.1,2.2,15.3,DEN
DeVaughn Akoon-Purcell,25,7,0,22,4.9,16.4,.300,0.0,6.5,.000,4.9,9.8,.500,1.6,3.3,.500,1.6,4.9,6.5,9.8,3.3,0.0,3.3,6.5,11.5,DEN
Jarred Vanderbilt,19,1,0,4,0.0,0.0,,0.0,0.0,,0.0,0.0,,9.0,18.0,.500,0.0,27.0,27.0,9.0,9.0,0.0,9.0,0.0,9.0,DEN
Paul George,28,48,48,1727,9.1,20.3,.447,3.6,8.9,.402,5.5,11.4,.482,5.4,6.5,.830,1.5,6.6,8.1,4.0,2.3,0.5,2.6,2.8,27.1,OKC
Steven Adams,25,48,48,1639,6.8,11.1,.613,0.0,0.0,.000,6.8,11.1,.615,2.5,4.5,.556,4.9,5.6,10.6,1.8,1.6,0.8,1.7,2.7,16.2,OKC
Jerami Grant,24,49,46,1570,5.5,10.5,.519,1.2,3.5,.351,4.2,7.1,.601,2.3,3.3,.699,1.1,4.5,5.5,1.1,1.0,1.6,0.9,3.0,14.5,OKC
Russell Westbrook,30,41,41,1453,8.4,20.4,.414,1.2,4.8,.247,7.2,15.6,.465,3.9,6.1,.649,1.5,9.5,11.0,10.9,2.4,0.3,4.6,3.6,22.0,OKC
Dennis Schroder,25,48,10,1370,7.2,17.6,.410,1.8,5.3,.338,5.4,12.4,.440,3.0,3.6,.832,0.6,3.8,4.3,5.5,1.2,0.2,3.1,2.8,19.2,OKC
Terrance Ferguson,20,42,42,983,3.7,8.4,.437,2.1,5.3,.389,1.6,3.1,.518,0.6,0.9,.640,0.8,2.1,2.9,1.1,0.8,0.4,0.9,4.5,10.0,OKC
Patrick Patterson,29,49,3,710,3.7,9.5,.385,2.1,6.0,.347,1.6,3.5,.449,0.9,1.5,.621,1.8,4.2,6.0,1.4,0.7,0.6,0.9,1.8,10.3,OKC
Nerlens Noel,24,45,1,620,5.5,9.3,.588,0.0,0.0,,5.5,9.3,.588,2.0,2.8,.729,4.4,7.3,11.7,1.4,2.7,3.5,1.6,5.8,12.9,OKC
Alex Abrines,25,29,2,573,3.5,9.6,.359,2.5,7.8,.323,0.9,1.8,.517,0.8,0.8,.923,0.3,2.6,3.0,1.3,1.1,0.4,0.9,3.2,10.2,OKC
Hamidou Diallo,20,40,2,482,5.2,11.3,.457,0.3,1.7,.174,4.9,9.6,.508,2.5,4.1,.600,2.5,4.2,6.7,1.3,1.2,0.7,1.5,5.4,13.1,OKC
Abdel Nader,25,31,1,287,6.0,12.2,.495,1.8,4.5,.389,4.3,7.7,.557,1.3,1.6,.769,0.6,5.8,6.4,1.0,0.9,0.3,1.5,3.8,15.1,OKC
Raymond Felton,34,15,0,166,6.1,16.5,.368,1.3,6.5,.200,4.8,10.0,.478,1.7,2.0,.889,0.7,3.9,4.6,5.9,1.3,0.9,2.4,2.8,15.2,OKC
Deonte Burton,25,15,0,131,5.5,12.6,.435,1.1,3.6,.308,4.4,9.1,.485,1.4,1.6,.833,0.3,4.1,4.4,1.4,0.8,1.4,1.9,4.7,13.5,OKC
Timothe Luwawu-Cabarrot,23,21,1,123,3.8,12.6,.302,1.5,6.4,.227,2.3,6.1,.381,1.2,1.8,.667,1.2,4.1,5.3,1.2,1.2,0.3,1.5,4.1,10.2,OKC
Tyler Davis,21,1,0,1,0.0,36.0,.000,0.0,0.0,,0.0,36.0,.000,0.0,0.0,,36.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,OKC
Marc Gasol,34,49,49,1650,5.9,13.5,.439,1.6,4.4,.358,4.4,9.1,.478,3.0,4.0,.760,1.1,8.1,9.3,5.0,1.3,1.3,2.4,3.0,16.5,MEM
Mike Conley,31,49,49,1643,7.3,17.0,.429,2.3,6.4,.356,5.0,10.6,.473,4.6,5.5,.848,0.6,2.9,3.5,6.6,1.5,0.4,2.0,1.9,21.5,MEM
Garrett Temple,32,49,49,1530,3.9,9.1,.429,1.7,4.9,.352,2.2,4.2,.520,1.3,1.8,.750,0.4,3.2,3.6,1.6,1.2,0.6,1.3,3.2,10.9,MEM
Jaren Jackson,19,50,48,1291,7.2,13.9,.515,1.1,3.3,.333,6.1,10.7,.571,3.5,4.5,.779,1.7,4.7,6.4,1.6,1.3,2.0,2.2,5.2,19.0,MEM
Kyle Anderson,25,41,38,1217,4.1,7.6,.543,0.3,1.0,.265,3.9,6.6,.585,1.0,1.7,.576,1.3,5.8,7.1,3.7,1.6,1.0,1.5,3.0,9.6,MEM
Shelvin Mack,28,48,2,1092,4.9,11.5,.425,1.4,3.7,.363,3.5,7.7,.455,1.7,2.4,.703,0.6,2.5,3.1,5.3,1.3,0.1,1.8,2.3,12.8,MEM
JaMychal Green,28,38,3,866,6.2,12.6,.487,1.5,3.9,.387,4.7,8.8,.531,2.5,3.2,.782,2.9,7.2,10.1,1.5,1.4,1.1,2.6,4.9,16.3,MEM
Omri Casspi,30,36,0,520,6.0,11.1,.534,1.0,3.0,.349,4.9,8.2,.602,2.7,4.0,.672,1.2,6.8,8.0,1.8,1.4,0.6,1.6,2.4,15.6,MEM
Wayne Selden,24,32,0,455,5.1,12.7,.404,1.6,5.0,.317,3.6,7.8,.459,1.7,2.3,.759,1.3,2.2,3.5,2.8,0.8,0.5,1.8,3.8,13.6,MEM
MarShon Brooks,30,29,0,387,7.1,15.7,.450,1.4,5.0,.278,5.7,10.7,.530,2.1,3.1,.697,1.1,3.1,4.2,2.3,0.8,0.4,2.0,3.1,17.7,MEM
Dillon Brooks,23,18,0,330,5.3,13.3,.402,1.6,4.4,.375,3.7,8.9,.415,2.4,3.3,.733,1.0,2.4,3.4,1.7,1.1,0.4,2.1,5.5,14.7,MEM
Justin Holiday,29,12,7,305,3.1,9.6,.321,1.2,5.0,.238,1.9,4.6,.410,1.9,2.1,.889,0.5,3.8,4.2,2.1,1.9,0.5,2.0,2.2,9.2,MEM
Joakim Noah,33,22,0,273,4.6,10.3,.449,0.0,0.0,,4.6,10.3,.449,2.8,4.6,.600,3.2,8.7,11.9,3.7,1.2,1.5,3.3,4.9,12.0,MEM
Jevon Carter,23,17,2,255,2.8,10.7,.263,1.4,5.9,.238,1.4,4.8,.294,0.6,1.0,.571,0.6,2.1,2.7,4.1,1.7,0.6,1.8,4.0,7.6,MEM
Ivan Rabb,21,20,0,139,7.0,11.7,.600,0.0,0.5,.000,7.0,11.1,.628,2.6,3.9,.667,4.9,8.5,13.5,2.8,0.3,1.0,3.6,4.7,16.6,MEM
Yuta Watanabe,24,8,0,52,3.5,10.4,.333,0.7,3.5,.200,2.8,6.9,.400,2.1,4.2,.500,0.0,6.9,6.9,2.1,0.7,0.7,2.1,1.4,9.7,MEM
Chandler Parsons,30,3,3,46,5.5,13.3,.412,2.3,7.8,.300,3.1,5.5,.571,0.0,0.0,,0.8,2.3,3.1,1.6,0.8,0.8,1.6,5.5,13.3,MEM
Bruno Caboclo,23,2,0,37,2.9,8.8,.333,2.9,6.8,.429,0.0,1.9,.000,1.9,1.9,1.000,2.9,1.9,4.9,1.0,1.9,2.9,0.0,1.9,10.7,MEM
D.J. Stephens,28,1,0,7,5.1,10.3,.500,0.0,0.0,,5.1,10.3,.500,0.0,0.0,,0.0,0.0,0.0,0.0,5.1,0.0,5.1,0.0,10.3,MEM
Andrew Harrison,24,1,0,5,7.2,14.4,.500,0.0,7.2,.000,7.2,7.2,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,14.4,MEM
Julian Washburn,27,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEM
Damian Lillard,28,50,50,1764,8.8,19.7,.447,2.9,7.8,.371,5.9,11.9,.497,6.3,6.9,.906,0.8,3.8,4.6,6.3,1.1,0.5,2.8,1.8,26.8,POR
CJ McCollum,27,50,50,1703,8.6,18.9,.458,2.2,6.3,.355,6.4,12.6,.510,2.5,3.0,.830,0.9,3.2,4.1,2.9,0.8,0.4,1.6,2.6,22.0,POR
Al-Farouq Aminu,28,51,51,1516,3.9,9.0,.434,1.6,4.6,.354,2.3,4.4,.516,2.3,2.7,.833,1.9,8.0,9.9,1.5,1.1,0.5,0.9,2.4,11.7,POR
Jusuf Nurkic,24,51,51,1397,7.4,14.9,.501,0.1,0.6,.120,7.4,14.2,.518,4.9,6.6,.753,4.5,9.1,13.7,4.2,1.4,2.1,3.1,4.4,19.9,POR
Evan Turner,30,50,2,1208,4.9,10.3,.472,0.2,1.3,.167,4.6,9.0,.515,1.6,2.3,.697,1.0,6.0,7.0,5.8,0.8,0.4,2.6,2.6,11.5,POR
Zach Collins,21,51,0,946,5.1,10.6,.482,1.1,3.2,.345,4.0,7.4,.541,2.4,3.0,.795,2.6,5.6,8.3,1.9,0.7,1.6,2.0,5.1,13.7,POR
Seth Curry,28,45,2,798,4.8,10.8,.444,2.8,5.9,.481,1.9,4.9,.398,0.4,0.4,1.000,0.7,2.3,3.0,2.0,0.8,0.3,1.5,2.9,12.8,POR
Meyers Leonard,26,47,0,677,5.4,10.2,.534,2.1,4.6,.448,3.4,5.5,.606,1.9,2.1,.875,2.1,7.9,9.9,3.0,0.7,0.5,1.9,4.1,14.8,POR
Nik Stauskas,25,44,0,673,5.1,12.2,.419,2.3,6.7,.344,2.8,5.6,.510,1.7,1.9,.889,0.5,3.7,4.3,3.3,0.7,0.2,2.1,1.7,14.3,POR
Maurice Harkless,25,31,24,672,4.2,8.9,.467,1.0,3.1,.310,3.2,5.8,.550,1.0,1.4,.692,1.7,4.9,6.6,1.3,1.4,1.5,1.1,4.8,10.3,POR
Jake Layman,24,40,25,669,6.1,11.8,.521,1.8,5.3,.347,4.3,6.5,.661,1.0,1.4,.731,1.7,4.2,5.9,1.2,1.0,0.6,1.2,2.6,15.1,POR
Caleb Swanigan,21,17,0,138,3.4,10.4,.325,0.3,1.0,.250,3.1,9.4,.333,1.6,1.8,.857,3.4,9.9,13.3,1.8,1.0,0.0,4.2,5.2,8.6,POR
Wade Baldwin,22,15,0,87,3.3,12.0,.276,0.8,3.7,.222,2.5,8.3,.300,3.3,4.6,.727,0.4,5.0,5.4,5.0,0.4,0.8,5.4,4.6,10.8,POR
Anfernee Simons,19,10,0,57,4.4,15.2,.292,0.0,5.1,.000,4.4,10.1,.438,0.6,2.5,.250,0.0,4.4,4.4,2.5,0.0,0.0,3.8,1.9,9.5,POR
Gary Trent,20,7,0,33,5.5,18.5,.294,3.3,8.7,.375,2.2,9.8,.222,1.1,4.4,.250,0.0,4.4,4.4,1.1,0.0,1.1,1.1,1.1,15.3,POR
Kyle Kuzma,23,47,45,1551,7.9,16.9,.466,2.0,6.7,.303,5.8,10.2,.573,3.0,3.9,.762,0.9,5.6,6.5,2.7,0.7,0.4,2.3,2.5,20.8,LAL
Lonzo Ball,21,47,45,1423,4.7,11.5,.406,1.9,5.8,.329,2.8,5.8,.482,0.5,1.2,.417,1.4,5.0,6.3,6.5,1.7,0.5,2.6,2.9,11.8,LAL
Josh Hart,23,50,21,1341,4.3,10.3,.413,2.1,6.2,.346,2.1,4.1,.513,1.3,1.9,.700,0.7,4.7,5.3,2.0,1.5,0.8,1.3,3.1,12.0,LAL
Brandon Ingram,21,39,39,1278,7.0,14.7,.475,0.6,1.9,.309,6.4,12.8,.500,3.7,5.8,.634,0.9,4.5,5.4,3.2,0.7,0.7,2.8,3.0,18.2,LAL
Kentavious Caldwell-Pope,25,50,10,1205,5.2,12.1,.427,2.4,6.9,.342,2.8,5.2,.540,2.7,3.1,.883,0.9,3.3,4.1,1.7,1.3,0.1,1.1,2.4,15.4,LAL
LeBron James,34,34,34,1178,10.4,20.0,.518,2.1,5.8,.356,8.3,14.2,.585,5.5,8.1,.682,1.0,7.7,8.6,7.4,1.3,0.7,3.5,1.7,28.4,LAL
JaVale McGee,31,43,37,945,7.8,13.2,.591,0.0,0.3,.143,7.8,13.0,.600,1.9,3.0,.620,3.9,7.2,11.2,1.3,1.0,3.5,2.4,4.0,17.5,LAL
Lance Stephenson,28,49,0,760,6.5,14.4,.452,2.4,6.1,.388,4.1,8.2,.500,1.4,2.3,.604,1.0,5.9,6.9,4.8,1.4,0.2,2.8,3.7,16.7,LAL
Tyson Chandler,36,36,6,669,2.7,4.5,.602,0.0,0.1,.000,2.7,4.4,.610,1.9,3.1,.632,4.2,8.6,12.8,1.5,0.9,0.9,1.5,4.0,7.3,LAL
Ivica Zubac,21,29,8,436,8.3,13.7,.602,0.0,0.0,,8.3,13.7,.602,4.0,4.5,.891,4.0,7.9,11.9,1.6,0.3,2.1,2.2,5.3,20.6,LAL
Rajon Rondo,32,16,4,421,5.1,11.2,.458,1.1,2.9,.382,4.0,8.3,.485,0.7,1.1,.615,1.0,5.1,6.2,10.1,1.4,0.2,3.0,3.2,12.1,LAL
Sviatoslav Mykhailiuk,21,36,0,378,3.7,11.0,.336,2.5,7.3,.338,1.2,3.7,.333,0.9,1.5,.563,0.7,1.8,2.5,2.9,1.0,0.0,1.8,2.2,10.8,LAL
Michael Beasley,30,22,1,241,10.5,19.9,.526,0.4,2.2,.200,10.0,17.6,.568,3.6,5.2,.686,1.5,5.4,6.9,3.3,1.2,1.5,3.7,5.8,24.9,LAL
Moritz Wagner,21,17,0,114,6.3,16.7,.377,2.8,8.2,.346,3.5,8.5,.407,2.8,4.4,.643,2.5,6.3,8.8,2.2,0.9,0.9,2.5,4.7,18.3,LAL
Johnathan Williams,23,7,0,89,4.4,8.1,.550,0.0,0.0,,4.4,8.1,.550,0.4,2.0,.200,4.4,4.0,8.5,1.6,0.4,1.6,0.8,8.1,9.3,LAL
Isaac Bonga,19,7,0,28,2.6,11.6,.222,0.0,2.6,.000,2.6,9.0,.286,5.1,9.0,.571,3.9,2.6,6.4,6.4,3.9,0.0,2.6,3.9,10.3,LAL
Alex Caruso,24,4,0,18,4.0,6.0,.667,2.0,2.0,1.000,2.0,4.0,.500,2.0,8.0,.250,2.0,0.0,2.0,2.0,0.0,4.0,0.0,6.0,12.0,LAL
Karl-Anthony Towns,23,50,50,1661,8.9,17.8,.500,1.9,5.0,.385,7.0,12.8,.545,5.0,5.9,.848,3.7,9.5,13.2,3.4,1.0,2.1,3.1,4.1,24.7,MIN
Andrew Wiggins,23,46,46,1589,6.9,17.2,.401,1.7,5.0,.344,5.2,12.2,.425,3.4,4.7,.716,1.2,3.6,4.8,2.4,1.1,0.5,1.9,2.2,18.9,MIN
Taj Gibson,33,49,49,1242,6.1,10.9,.564,0.3,0.9,.344,5.8,10.0,.584,2.5,3.4,.733,3.7,6.0,9.7,1.8,1.1,0.8,1.5,3.7,15.1,MIN
Derrick Rose,30,38,13,1101,9.0,18.7,.480,1.7,4.2,.417,7.2,14.5,.498,3.4,4.0,.854,0.8,2.7,3.5,5.9,0.8,0.3,2.1,1.4,23.1,MIN
Jeff Teague,30,31,31,939,4.6,11.2,.406,1.1,3.1,.341,3.5,8.1,.431,3.5,4.3,.820,0.4,2.5,2.9,9.6,1.3,0.5,2.8,2.5,13.7,MIN
Josh Okogie,20,42,20,928,4.0,11.1,.357,1.2,4.9,.254,2.7,6.2,.438,2.8,3.7,.758,0.9,3.9,4.8,1.9,1.5,0.6,1.6,3.6,11.9,MIN
Tyus Jones,22,43,6,873,3.7,9.8,.380,0.9,3.1,.297,2.8,6.7,.417,1.3,1.6,.842,0.5,2.4,3.0,7.0,2.2,0.1,1.1,1.6,9.6,MIN
Dario Saric,24,36,1,821,5.3,12.1,.438,1.8,5.3,.344,3.5,6.8,.513,2.0,2.4,.852,2.2,6.3,8.5,2.1,0.9,0.1,1.4,3.1,14.5,MIN
Robert Covington,28,22,22,763,5.0,11.6,.433,2.6,7.0,.372,2.4,4.6,.526,2.4,3.1,.773,1.0,5.0,5.9,1.5,2.4,1.1,1.2,3.8,15.0,MIN
Gorgui Dieng,29,50,0,673,5.5,11.4,.484,0.7,2.0,.342,4.8,9.4,.514,2.6,3.0,.875,2.6,8.2,10.8,2.1,1.3,1.4,1.7,5.2,14.3,MIN
Anthony Tolliver,33,34,0,508,3.3,7.9,.411,2.7,7.0,.384,0.6,0.9,.615,1.3,1.8,.731,0.8,4.5,5.3,1.3,0.8,0.7,1.3,3.3,10.6,MIN
Jimmy Butler,29,10,10,361,7.4,15.7,.471,1.7,4.5,.378,5.7,11.2,.509,4.8,6.1,.787,1.6,3.6,5.2,4.3,2.4,1.0,1.4,1.8,21.2,MIN
Jerryd Bayless,30,13,2,235,4.6,13.9,.330,2.8,7.0,.391,1.8,6.9,.267,0.8,1.2,.625,0.5,3.2,3.7,6.0,1.1,0.2,2.3,2.9,12.7,MIN
Luol Deng,33,11,0,129,5.9,11.2,.525,1.4,4.5,.313,4.5,6.7,.667,3.6,4.5,.813,2.5,5.3,7.8,1.4,2.0,0.6,1.4,2.2,16.7,MIN
Jared Terrell,23,7,0,67,4.3,14.0,.308,2.1,5.9,.364,2.1,8.1,.267,0.5,1.1,.500,0.5,1.1,1.6,3.8,1.6,0.5,3.8,4.3,11.3,MIN
C.J. Williams,28,8,0,65,3.9,8.9,.438,0.6,3.9,.143,3.3,5.0,.667,0.0,0.0,,0.6,1.7,2.2,2.8,0.6,0.0,2.2,6.1,8.3,MIN
James Nunnally,28,13,0,64,5.1,11.8,.429,2.8,7.3,.385,2.3,4.5,.500,2.3,2.3,1.000,0.0,2.3,2.3,2.8,0.6,0.0,0.6,2.3,15.2,MIN
Keita Bates-Diop,23,5,0,32,3.4,12.4,.273,0.0,5.6,.000,3.4,6.8,.500,0.0,2.3,.000,0.0,6.8,6.8,0.0,0.0,1.1,1.1,2.3,6.8,MIN
Luka Doncic,19,48,48,1543,7.6,17.4,.434,2.7,7.5,.355,4.9,9.9,.493,5.2,7.0,.734,1.2,6.5,7.7,6.1,1.3,0.3,3.6,2.1,22.9,DAL
DeAndre Jordan,30,49,49,1528,4.8,7.5,.641,0.0,0.0,,4.8,7.5,.641,3.2,4.7,.682,3.8,12.2,16.0,2.3,0.8,1.2,2.6,2.9,12.8,DAL
Harrison Barnes,26,45,45,1454,6.5,16.0,.404,2.8,7.1,.395,3.7,9.0,.412,3.9,4.7,.830,0.8,3.9,4.7,1.3,0.8,0.2,1.5,1.9,19.6,DAL
Wesley Matthews,32,43,43,1285,5.3,12.8,.410,2.7,7.1,.374,2.6,5.7,.456,2.4,3.1,.791,0.6,2.2,2.8,2.8,0.9,0.3,1.6,2.8,15.6,DAL
Dorian Finney-Smith,25,49,11,1195,4.2,9.0,.462,1.6,4.4,.356,2.6,4.6,.562,1.4,2.2,.667,2.5,4.1,6.6,1.1,1.5,0.8,1.3,3.5,11.3,DAL
Dennis Smith,21,31,31,880,6.2,14.1,.441,1.8,5.0,.352,4.5,9.1,.489,2.2,3.2,.684,0.7,2.9,3.6,5.0,1.6,0.5,3.9,3.2,16.4,DAL
Maxi Kleber,27,44,8,828,4.2,9.5,.445,1.9,5.7,.331,2.3,3.8,.614,1.6,2.0,.800,2.1,5.3,7.4,1.3,1.0,2.4,1.2,3.3,11.9,DAL
J.J. Barea,34,38,0,752,7.7,18.4,.418,1.8,6.1,.297,5.9,12.3,.479,2.6,3.7,.705,0.6,3.9,4.5,10.1,1.1,0.0,3.4,2.4,19.9,DAL
Dwight Powell,27,45,0,730,6.8,11.7,.580,0.6,3.1,.194,6.2,8.7,.716,4.6,6.2,.738,3.0,6.1,9.1,2.1,1.0,1.3,1.8,5.4,18.8,DAL
Jalen Brunson,22,41,10,684,5.5,12.6,.439,1.3,3.8,.333,4.3,8.8,.485,1.7,2.5,.702,0.6,3.0,3.6,4.5,1.1,0.1,1.7,2.9,14.1,DAL
Devin Harris,35,37,0,548,5.0,12.5,.400,2.0,7.0,.292,3.0,5.5,.536,3.0,4.1,.730,0.3,3.3,3.6,3.1,1.6,0.5,1.6,4.1,15.0,DAL
Dirk Nowitzki,40,18,0,180,4.6,14.8,.311,2.8,9.8,.286,1.8,5.0,.360,1.4,1.8,.778,0.0,6.0,6.0,1.4,0.2,1.2,1.0,4.8,13.4,DAL
Ryan Broekhoff,28,19,0,112,5.5,12.2,.447,3.2,9.6,.333,2.3,2.6,.875,0.6,0.6,1.000,0.6,4.2,4.8,2.6,0.3,0.6,1.6,1.3,14.8,DAL
Salah Mejri,32,14,0,86,5.4,9.2,.591,0.0,0.8,.000,5.4,8.4,.650,2.9,3.3,.875,3.3,8.8,12.1,2.5,0.8,0.4,1.3,6.3,13.8,DAL
Daryl Macon,23,2,0,4,9.0,9.0,1.000,0.0,0.0,,9.0,9.0,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,18.0,DAL
Ray Spalding,21,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL
Rudy Gobert,26,51,50,1618,6.4,9.8,.647,0.0,0.0,,6.4,9.8,.647,4.3,6.7,.649,4.3,10.3,14.6,2.5,1.1,2.4,1.8,3.2,17.0,UTA
Joe Ingles,31,51,51,1594,4.9,11.3,.428,2.3,6.5,.357,2.6,4.9,.523,1.3,1.9,.694,0.4,4.1,4.4,5.7,1.6,0.2,2.6,2.8,13.3,UTA
Donovan Mitchell,22,47,47,1562,8.9,21.0,.424,2.4,7.4,.330,6.5,13.6,.475,4.1,5.2,.789,0.7,3.4,4.1,4.3,1.7,0.4,3.0,2.9,24.4,UTA
Jae Crowder,28,50,7,1374,5.2,13.0,.398,2.8,8.4,.332,2.4,4.6,.520,2.7,3.7,.713,1.0,5.1,6.2,2.1,1.0,0.6,1.4,2.6,15.9,UTA
