player,age,G,GS,MP,FG,FGA,FG_per,3P,3PA,3P_per,2P,2PA,2P_per,FT,FTA,FT_per,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS_per_36,team
Kadeem Allen,25,18,1,107,2.0,7.4,.273,0.0,3.7,.000,2.0,3.7,.545,2.4,3.0,.778,1.3,2.4,3.7,4.0,1.0,0.7,3.0,5.0,6.4,BOS
Jonathan Gibson,30,4,0,40,12.6,20.7,.609,5.4,10.8,.500,7.2,9.9,.727,0.0,0.0,,0.0,2.7,2.7,3.6,0.0,0.0,2.7,4.5,30.6,BOS
Xavier Silas,30,2,0,7,0.0,15.4,.000,0.0,10.3,.000,0.0,5.1,.000,0.0,0.0,,5.1,5.1,10.3,0.0,5.1,0.0,0.0,5.1,0.0,BOS
Jarell Eddie,26,2,0,6,0.0,6.0,.000,0.0,6.0,.000,0.0,0.0,,0.0,0.0,,0.0,6.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,BOS
Gordon Hayward,27,1,1,5,7.2,14.4,.500,0.0,7.2,.000,7.2,7.2,1.000,0.0,0.0,,0.0,7.2,7.2,0.0,0.0,0.0,0.0,7.2,14.4,BOS
Kemba Walker,27,80,80,2736,7.7,17.9,.431,3.0,7.9,.384,4.7,10.0,.469,4.8,5.5,.864,0.4,2.8,3.3,5.8,1.2,0.3,2.4,1.3,23.3,CHO
Dwight Howard,32,81,81,2463,7.4,13.3,.555,0.0,0.1,.143,7.4,13.2,.559,4.9,8.5,.574,3.7,11.1,14.8,1.5,0.7,1.9,3.0,3.6,19.7,CHO
Marvin Williams,31,78,78,2006,4.6,10.1,.458,2.3,5.5,.413,2.4,4.6,.512,1.8,2.2,.829,1.3,5.3,6.6,1.7,1.0,0.7,1.2,2.1,13.4,CHO
Nicolas Batum,29,64,64,1981,4.9,11.8,.415,1.7,5.0,.336,3.2,6.8,.473,2.0,2.4,.831,1.0,4.5,5.6,6.3,1.2,0.4,2.4,1.3,13.4,CHO
Jeremy Lamb,25,80,18,1967,7.0,15.2,.457,1.7,4.6,.370,5.2,10.6,.495,3.3,3.8,.861,0.9,5.0,5.9,3.4,1.1,0.6,1.7,2.5,18.9,CHO
Michael Kidd-Gilchrist,24,74,74,1850,5.5,10.9,.504,0.0,0.0,.000,5.5,10.9,.505,2.3,3.3,.684,1.6,4.2,5.9,1.4,1.0,0.6,1.0,2.8,13.3,CHO
Frank Kaminsky,24,79,4,1835,6.0,14.0,.429,2.0,5.4,.380,4.0,8.7,.459,3.0,3.8,.799,0.9,4.7,5.7,2.5,0.7,0.4,1.3,1.9,17.1,CHO
Treveon Graham,24,63,2,1050,3.3,7.6,.434,1.4,3.3,.412,1.9,4.3,.452,1.4,2.0,.695,1.4,2.7,4.1,2.0,1.1,0.1,0.9,3.7,9.4,CHO
Malik Monk,19,63,0,854,6.4,17.9,.360,3.5,10.2,.342,3.0,7.7,.385,1.3,1.6,.842,0.3,2.4,2.8,3.8,0.8,0.4,2.1,2.5,17.7,CHO
Michael Carter-Williams,26,52,2,835,3.3,9.9,.332,0.6,2.5,.237,2.7,7.3,.365,3.1,3.8,.820,1.6,4.4,5.9,5.0,1.9,1.0,2.2,4.3,10.3,CHO
Dwayne Bacon,22,53,6,713,3.6,9.7,.375,0.6,2.2,.256,3.1,7.5,.409,1.0,1.3,.800,0.2,6.1,6.3,1.9,0.8,0.1,1.2,2.3,8.8,CHO
Cody Zeller,25,33,0,627,4.9,9.0,.545,0.1,0.2,.667,4.8,8.8,.542,3.5,4.9,.718,3.8,6.3,10.2,1.8,0.8,1.2,1.9,4.7,13.4,CHO
Johnny O'Bryant,24,36,0,379,6.5,16.2,.398,1.3,4.1,.326,5.1,12.2,.422,2.0,2.4,.840,2.8,6.1,8.8,1.3,0.9,0.6,1.4,4.3,16.2,CHO
Willy Hernangomez,23,22,1,262,5.8,11.4,.506,0.5,1.0,.571,5.2,10.4,.500,6.5,8.5,.758,5.4,10.6,15.9,1.6,1.4,1.2,1.2,4.4,18.5,CHO
Julyan Stone,29,23,0,175,1.2,2.7,.462,1.2,2.7,.462,0.0,0.0,,0.2,0.4,.500,0.2,5.8,6.0,5.3,0.8,0.4,1.4,4.3,3.9,CHO
Marcus Paige,24,5,0,28,5.1,18.0,.286,2.6,10.3,.250,2.6,7.7,.333,2.6,2.6,1.000,0.0,5.1,5.1,3.9,0.0,0.0,0.0,0.0,15.4,CHO
Mangok Mathiang,25,4,0,20,7.2,12.6,.571,0.0,0.0,,7.2,12.6,.571,0.0,1.8,.000,5.4,12.6,18.0,0.0,1.8,0.0,0.0,9.0,14.4,CHO
Jonathon Simmons,28,69,50,2029,6.3,13.5,.465,1.2,3.6,.338,5.1,9.9,.512,3.3,4.3,.768,1.1,3.2,4.2,3.0,1.0,0.3,2.6,3.1,17.1,ORL
Aaron Gordon,22,58,57,1909,7.1,16.3,.434,2.2,6.4,.336,4.9,9.9,.497,3.0,4.2,.698,1.6,7.0,8.6,2.6,1.1,0.8,2.0,2.1,19.3,ORL
Evan Fournier,25,57,57,1837,7.2,15.7,.459,2.5,6.6,.379,4.7,9.2,.516,2.9,3.4,.867,0.5,3.1,3.5,3.2,0.9,0.3,1.9,2.7,19.9,ORL
D.J. Augustin,30,75,36,1760,5.0,11.0,.452,2.3,5.6,.419,2.7,5.5,.485,3.4,3.9,.868,0.6,2.7,3.3,5.9,1.1,0.0,2.5,1.9,15.7,ORL
Nikola Vucevic,27,57,57,1683,8.5,18.0,.475,1.4,4.4,.314,7.2,13.6,.527,1.6,2.0,.819,2.2,9.0,11.2,4.1,1.2,1.3,2.3,3.1,20.1,ORL
Mario Hezonja,22,75,30,1657,5.9,13.4,.442,2.0,5.8,.337,4.0,7.6,.523,1.9,2.3,.819,0.9,5.2,6.1,2.3,1.8,0.7,1.9,2.9,15.7,ORL
Bismack Biyombo,25,82,25,1495,4.4,8.5,.520,0.0,0.0,.000,4.4,8.5,.521,2.5,3.8,.650,3.5,7.8,11.3,1.6,0.5,2.3,2.0,3.8,11.3,ORL
Shelvin Mack,27,69,3,1365,4.7,10.9,.430,1.3,3.7,.345,3.4,7.3,.473,1.8,2.6,.711,0.6,3.8,4.4,7.2,1.4,0.2,2.3,2.4,12.5,ORL
Elfrid Payton,23,44,44,1257,6.8,13.1,.520,0.7,1.9,.373,6.1,11.2,.545,2.1,3.3,.632,1.3,3.6,5.0,7.9,1.8,0.5,3.3,2.8,16.4,ORL
Wesley Iwundu,23,62,12,1020,3.3,7.7,.427,0.3,1.6,.196,3.0,6.1,.488,1.2,1.7,.723,1.3,3.6,4.8,2.0,1.2,0.4,1.1,2.9,8.1,ORL
Arron Afflalo,32,53,3,682,3.4,8.6,.401,1.4,3.7,.386,2.0,4.9,.413,1.2,1.4,.846,0.2,3.3,3.5,1.6,0.2,0.5,1.1,3.0,9.4,ORL
Marreese Speights,30,52,3,675,7.4,18.6,.395,4.6,12.4,.369,2.8,6.2,.448,2.1,2.9,.727,1.1,6.0,7.1,2.1,0.4,1.2,2.1,5.7,21.4,ORL
Terrence Ross,26,24,20,600,4.6,11.5,.398,1.8,5.6,.323,2.8,5.9,.469,1.6,2.2,.750,0.6,3.8,4.4,2.3,1.6,0.7,1.7,2.7,12.5,ORL
Khem Birch,25,42,0,578,4.2,7.8,.540,0.0,0.0,,4.2,7.8,.540,2.6,3.8,.689,4.4,6.9,11.2,2.1,0.9,1.3,1.3,3.5,11.1,ORL
Jonathan Isaac,20,27,10,536,3.7,9.7,.379,1.1,3.1,.348,2.6,6.6,.394,1.3,1.7,.760,1.1,5.6,6.6,1.2,2.2,2.0,1.8,3.2,9.7,ORL
Rodney Purvis,23,16,2,290,4.3,13.3,.327,1.6,6.5,.250,2.7,6.8,.400,1.6,1.9,.867,0.1,3.2,3.4,2.1,0.4,0.4,1.2,3.2,11.9,ORL
Jamel Artis,25,15,1,279,4.0,10.2,.392,1.0,3.7,.276,3.0,6.5,.460,0.9,1.5,.583,0.5,4.4,4.9,2.3,0.3,0.4,1.0,1.4,9.9,ORL
Adreian Payne,26,5,0,43,5.9,8.4,.700,1.7,2.5,.667,4.2,5.9,.714,4.2,5.0,.833,1.7,5.9,7.5,0.0,1.7,0.0,1.7,5.0,17.6,ORL
Rashad Vaughn,21,5,0,35,2.1,6.2,.333,1.0,2.1,.500,1.0,4.1,.250,0.0,0.0,,1.0,3.1,4.1,0.0,1.0,0.0,2.1,2.1,5.1,ORL
Josh Richardson,24,81,81,2689,5.3,11.8,.451,1.7,4.5,.378,3.6,7.3,.495,1.6,1.9,.845,0.9,2.9,3.8,3.1,1.6,1.0,1.9,2.7,14.0,MIA
Goran Dragic,31,75,75,2378,7.3,16.3,.450,1.7,4.5,.370,5.6,11.7,.481,3.3,4.1,.801,0.8,3.8,4.6,5.4,1.0,0.2,2.5,2.7,19.6,MIA
Tyler Johnson,25,72,39,2052,5.4,12.5,.435,2.1,5.7,.367,3.3,6.8,.491,1.9,2.3,.822,0.6,3.8,4.4,2.9,1.1,0.6,1.4,2.6,14.8,MIA
Wayne Ellington,30,77,2,2041,5.0,12.3,.407,4.0,10.2,.392,1.0,2.1,.479,1.2,1.4,.859,0.4,3.4,3.8,1.4,0.9,0.1,0.9,1.7,15.2,MIA
James Johnson,30,73,41,1943,5.7,11.4,.503,1.1,3.4,.308,4.7,7.9,.587,2.1,3.0,.698,1.1,5.5,6.6,5.2,1.3,0.9,2.6,3.6,14.6,MIA
Kelly Olynyk,26,76,22,1779,6.4,12.9,.497,2.1,5.7,.379,4.2,7.2,.590,2.7,3.5,.770,1.8,6.9,8.7,4.2,1.3,0.7,3.0,4.5,17.6,MIA
Justise Winslow,21,68,25,1680,4.4,10.5,.424,1.0,2.8,.380,3.4,7.7,.440,1.4,2.2,.635,1.4,6.6,7.9,3.2,1.2,0.7,1.6,3.0,11.3,MIA
Bam Adebayo,20,69,19,1368,4.6,8.9,.512,0.0,0.2,.000,4.6,8.8,.523,3.4,4.7,.721,3.1,6.9,10.0,2.7,0.8,1.1,1.7,3.6,12.6,MIA
Hassan Whiteside,28,54,54,1364,8.2,15.3,.540,0.1,0.1,1.000,8.2,15.2,.538,3.4,4.8,.703,4.6,11.7,16.3,1.4,1.0,2.5,2.4,3.5,19.9,MIA
Dion Waiters,26,30,30,918,6.4,16.1,.398,2.0,6.7,.306,4.4,9.4,.463,2.0,2.7,.739,0.3,2.7,3.0,4.4,0.9,0.4,2.7,2.4,16.8,MIA
Dwyane Wade,36,21,0,467,7.8,19.0,.409,0.7,3.2,.220,7.1,15.9,.447,3.2,4.2,.745,0.8,4.6,5.5,5.0,1.5,1.2,3.7,3.1,19.4,MIA
Rodney McGruder,26,18,2,299,4.3,8.8,.493,1.8,4.2,.429,2.5,4.6,.553,0.5,1.0,.500,1.3,2.5,3.9,2.0,1.0,0.4,0.5,2.5,11.0,MIA
Jordan Mickey,23,23,3,284,4.9,10.4,.476,0.3,2.0,.125,4.7,8.4,.561,1.6,2.4,.684,2.3,8.0,10.3,1.1,0.8,1.3,2.3,4.6,11.8,MIA
Derrick Jones,20,14,8,212,3.2,8.3,.388,0.5,2.7,.188,2.7,5.6,.485,1.9,3.1,.611,3.2,2.5,5.8,1.0,0.5,1.5,1.0,3.7,8.8,MIA
Derrick Walton,22,16,0,147,2.0,6.1,.320,1.7,4.2,.412,0.2,2.0,.125,1.5,1.5,1.000,0.5,3.4,3.9,3.9,1.7,0.7,0.5,1.7,7.1,MIA
Luke Babbitt,28,13,5,145,2.7,11.7,.234,2.7,11.2,.244,0.0,0.5,.000,0.0,0.0,,0.5,3.2,3.7,1.2,0.2,0.5,1.0,1.7,8.2,MIA
Okaro White,25,6,4,80,3.2,7.2,.438,1.8,5.0,.364,1.4,2.3,.600,0.9,1.4,.667,1.4,3.6,5.0,0.9,0.5,0.5,0.5,2.7,9.0,MIA
Udonis Haslem,37,14,0,72,1.5,7.5,.200,0.5,4.0,.125,1.0,3.5,.286,0.5,1.0,.500,1.5,3.5,5.0,2.5,0.0,1.0,1.0,1.5,4.0,MIA
Matt Williams,24,3,0,11,6.5,19.6,.333,3.3,16.4,.200,3.3,3.3,1.000,0.0,0.0,,0.0,3.3,3.3,0.0,0.0,0.0,3.3,3.3,16.4,MIA
Bradley Beal,24,82,82,2977,8.3,17.9,.460,2.4,6.4,.375,5.9,11.5,.507,3.5,4.5,.791,0.7,3.7,4.4,4.5,1.2,0.4,2.6,1.9,22.5,WAS
Otto Porter,24,77,77,2432,6.6,13.1,.503,2.0,4.6,.441,4.5,8.5,.537,1.6,1.9,.828,1.5,5.8,7.3,2.3,1.7,0.6,1.1,2.2,16.8,WAS
Kelly Oubre,22,81,11,2231,5.1,12.7,.403,2.0,6.0,.341,3.1,6.8,.456,3.1,3.8,.820,1.0,4.9,5.9,1.6,1.3,0.6,1.5,3.8,15.4,WAS
Marcin Gortat,33,82,82,2075,5.0,9.7,.518,0.0,0.0,,5.0,9.7,.518,1.9,2.8,.675,3.1,7.7,10.8,2.6,0.7,1.1,1.7,3.0,12.0,WAS
Markieff Morris,28,73,73,1968,6.0,12.6,.480,1.4,3.8,.367,4.6,8.8,.529,1.9,2.3,.820,1.4,6.1,7.5,2.6,1.0,0.7,2.3,4.0,15.4,WAS
Tomas Satoransky,26,73,30,1643,4.4,8.4,.523,1.0,2.2,.465,3.4,6.2,.544,1.6,2.1,.781,1.6,3.5,5.1,6.3,1.1,0.3,1.8,2.9,11.5,WAS
John Wall,27,41,41,1410,7.1,17.0,.420,1.6,4.3,.371,5.6,12.8,.436,4.5,6.2,.726,0.6,3.3,3.8,10.0,1.5,1.1,4.0,2.0,20.3,WAS
Mike Scott,29,76,1,1406,7.1,13.4,.527,1.7,4.2,.405,5.4,9.2,.582,1.3,1.9,.658,1.3,5.0,6.3,2.0,0.6,0.3,2.0,3.8,17.1,WAS
Ian Mahinmi,31,77,0,1145,4.3,7.8,.556,0.0,0.1,.000,4.3,7.7,.561,2.8,4.0,.703,4.2,5.6,9.8,1.7,1.2,1.3,3.1,7.2,11.5,WAS
Jodie Meeks,30,77,0,1119,5.1,12.6,.399,2.3,6.8,.343,2.7,5.9,.464,3.2,3.8,.863,0.5,3.6,4.1,2.3,0.9,0.1,1.2,1.8,15.7,WAS
Tim Frazier,27,59,11,838,2.9,7.4,.395,0.7,2.4,.304,2.2,5.0,.440,1.0,1.3,.767,0.8,4.2,4.9,8.3,2.0,0.3,2.4,4.2,7.6,WAS
Jason Smith,31,33,2,285,5.7,14.5,.391,0.5,4.0,.125,5.2,10.5,.494,2.4,2.7,.905,2.3,4.4,6.7,1.8,0.4,1.6,2.0,5.6,14.3,WAS
Ramon Sessions,31,15,0,225,4.0,10.2,.391,1.0,2.4,.400,3.0,7.8,.388,5.1,6.7,.762,0.8,2.4,3.2,8.0,1.1,0.2,2.4,2.4,14.1,WAS
Chris McCullough,22,19,0,90,7.2,16.8,.429,0.4,3.2,.125,6.8,13.6,.500,3.6,5.6,.643,2.8,7.2,10.0,1.6,0.0,2.0,0.8,3.2,18.4,WAS
Devin Robinson,22,1,0,13,2.8,8.3,.333,0.0,0.0,,2.8,8.3,.333,0.0,0.0,,5.5,8.3,13.8,0.0,2.8,0.0,0.0,5.5,5.5,WAS
Spencer Dinwiddie,24,80,58,2306,5.1,13.1,.387,2.2,6.8,.326,2.9,6.3,.452,3.4,4.2,.813,0.6,3.4,4.0,8.2,1.1,0.4,2.0,2.9,15.7,BRK
Allen Crabbe,25,75,68,2197,5.5,13.6,.407,3.3,8.7,.378,2.2,4.8,.461,1.9,2.2,.852,0.5,4.9,5.3,1.9,0.8,0.6,1.3,2.8,16.2,BRK
DeMarre Carroll,31,73,73,2180,5.4,13.0,.414,2.4,6.5,.371,3.0,6.5,.457,3.1,4.1,.764,1.7,6.2,7.9,2.4,1.0,0.5,1.7,2.7,16.2,BRK
Joe Harris,26,78,14,1975,5.6,11.3,.491,2.7,6.5,.419,2.8,4.8,.589,1.6,1.9,.827,0.9,3.8,4.7,2.3,0.6,0.4,1.7,2.8,15.4,BRK
Rondae Hollis-Jefferson,23,68,59,1920,6.4,13.6,.472,0.2,1.0,.241,6.2,12.6,.491,4.7,5.9,.788,1.9,6.7,8.6,3.1,1.2,0.9,2.3,2.7,17.7,BRK
Caris LeVert,23,71,10,1864,6.2,14.2,.435,1.6,4.7,.347,4.5,9.5,.480,2.6,3.6,.711,1.0,4.0,5.0,5.8,1.6,0.4,3.0,3.1,16.6,BRK
Jarrett Allen,19,72,31,1441,5.8,9.9,.589,0.1,0.4,.333,5.7,9.5,.599,2.8,3.7,.776,3.6,6.1,9.7,1.2,0.7,2.2,2.0,3.7,14.7,BRK
Quincy Acy,27,70,8,1359,3.4,9.7,.356,2.7,7.7,.349,0.7,1.9,.384,1.3,1.6,.817,1.1,5.7,6.8,1.5,0.9,0.8,1.6,3.9,10.9,BRK
D'Angelo Russell,21,48,35,1234,8.1,19.6,.414,2.6,8.1,.324,5.5,11.5,.477,2.8,3.8,.740,0.9,4.6,5.5,7.3,1.1,0.5,4.3,2.7,21.7,BRK
Tyler Zeller,28,42,33,703,6.4,11.7,.546,0.5,1.3,.385,5.9,10.4,.567,2.0,3.1,.667,3.2,6.7,9.9,1.4,0.4,1.1,1.8,4.0,15.4,BRK
Nik Stauskas,24,35,0,478,4.4,11.3,.393,3.0,7.5,.404,1.4,3.8,.373,1.4,2.0,.704,0.3,4.4,4.7,2.9,0.4,0.3,1.7,1.6,13.3,BRK
Dante Cunningham,30,22,1,447,5.2,11.2,.468,1.9,4.8,.383,3.4,6.4,.532,0.9,1.3,.688,2.3,6.2,8.5,1.8,1.0,1.1,1.4,2.9,13.2,BRK
Trevor Booker,30,18,6,395,7.0,13.7,.513,0.3,1.1,.250,6.7,12.6,.536,2.2,3.9,.558,3.5,7.4,10.8,3.5,0.7,0.5,2.7,3.9,16.5,BRK
Timofey Mozgov,31,31,13,359,5.2,9.3,.559,0.4,1.8,.222,4.8,7.5,.640,2.3,3.0,.767,3.2,6.6,9.8,1.1,0.5,1.3,3.3,3.9,13.1,BRK
Jahlil Okafor,22,26,0,328,8.0,14.2,.566,0.1,0.4,.250,7.9,13.7,.576,2.1,2.7,.760,1.9,6.5,8.3,1.2,0.3,1.8,2.0,4.8,18.2,BRK
Sean Kilpatrick,28,16,0,183,4.9,17.1,.287,2.2,8.5,.256,2.8,8.7,.318,3.5,3.7,.947,0.2,6.7,6.9,3.0,0.4,0.2,3.1,1.6,15.5,BRK
Isaiah Whitehead,22,16,0,180,8.0,17.2,.465,1.4,3.6,.389,6.6,13.6,.485,2.6,3.8,.684,0.8,4.4,5.2,4.0,1.6,0.4,4.8,4.6,20.0,BRK
Milton Doyle,24,10,0,125,3.7,13.5,.277,1.2,6.6,.174,2.6,6.9,.375,1.2,2.3,.500,0.9,4.3,5.2,2.9,1.7,0.6,0.6,3.7,9.8,BRK
James Webb,24,10,0,120,1.8,7.2,.250,1.2,5.7,.211,0.6,1.5,.400,0.0,0.0,,2.4,4.8,7.2,1.2,0.3,0.0,1.2,3.0,4.8,BRK
Jacob Wiley,23,5,0,33,1.1,4.4,.250,1.1,2.2,.500,0.0,2.2,.000,1.1,2.2,.500,2.2,9.8,12.0,2.2,1.1,0.0,0.0,4.4,4.4,BRK
Jeremy Lin,29,1,1,25,7.2,17.3,.417,1.4,2.9,.500,5.8,14.4,.400,10.1,10.1,1.000,0.0,0.0,0.0,5.8,0.0,0.0,4.3,4.3,25.9,BRK
Rashad Vaughn,21,1,0,4,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,BRK
Courtney Lee,32,76,69,2310,5.3,11.8,.454,1.8,4.3,.406,3.6,7.4,.482,1.8,1.9,.919,0.5,3.0,3.5,2.8,1.2,0.3,1.3,1.7,14.2,NYK
Tim Hardaway,25,57,54,1885,6.9,16.3,.421,2.5,7.8,.317,4.4,8.5,.516,2.8,3.4,.816,0.6,3.7,4.3,3.0,1.2,0.2,1.8,2.3,19.0,NYK
Enes Kanter,25,71,71,1830,8.3,14.0,.592,0.0,0.0,.000,8.3,14.0,.594,3.1,3.6,.848,5.4,10.0,15.3,2.1,0.7,0.7,2.4,3.7,19.7,NYK
Frank Ntilikina,19,78,9,1706,3.8,10.6,.364,1.1,3.3,.318,2.8,7.2,.385,1.0,1.4,.721,0.8,3.0,3.7,5.3,1.4,0.4,2.8,3.8,9.8,NYK
Michael Beasley,29,74,30,1653,8.9,17.6,.507,0.7,1.9,.395,8.2,15.7,.520,2.7,3.5,.780,2.1,6.9,9.0,2.7,0.8,0.9,3.1,3.2,21.3,NYK
Kristaps Porzingis,22,48,48,1553,9.0,20.6,.439,2.1,5.3,.395,7.0,15.3,.454,5.1,6.4,.793,1.4,5.9,7.3,1.3,0.8,2.7,2.2,3.3,25.2,NYK
Jarrett Jack,34,62,56,1548,4.4,10.3,.427,0.6,2.0,.291,3.8,8.3,.459,1.5,1.7,.840,0.5,3.9,4.4,8.1,0.8,0.1,2.7,2.3,10.8,NYK
Kyle O'Quinn,27,77,10,1387,5.8,10.0,.583,0.1,0.4,.235,5.7,9.5,.599,2.5,3.3,.772,3.1,9.1,12.2,4.1,0.9,2.5,2.6,5.0,14.3,NYK
Lance Thomas,29,73,31,1353,2.7,7.1,.382,1.3,3.3,.403,1.4,3.8,.364,1.2,1.4,.830,1.2,3.5,4.7,1.2,0.8,0.4,1.1,3.6,7.9,NYK
Doug McDermott,26,55,1,1172,4.6,10.1,.460,1.6,4.2,.387,3.0,5.9,.513,1.2,1.6,.755,1.0,3.1,4.1,1.5,0.3,0.4,1.0,2.2,12.1,NYK
Trey Burke,25,36,9,785,8.9,17.6,.503,1.7,4.8,.362,7.1,12.8,.556,1.7,2.6,.649,0.6,2.7,3.3,7.8,1.1,0.2,2.0,2.0,21.1,NYK
Emmanuel Mudiay,21,22,14,493,5.5,14.9,.368,0.7,3.4,.196,4.8,11.5,.418,2.6,3.7,.686,0.7,3.5,4.2,6.2,1.5,0.5,3.0,2.4,14.2,NYK
Damyean Dotson,23,44,2,474,5.5,12.2,.447,1.7,5.2,.324,3.8,7.1,.538,1.2,1.7,.696,0.7,5.7,6.4,2.4,0.9,0.2,1.3,2.6,13.8,NYK
